,science,name,birth_place,death_place,birth_date,death_date,age,works,link
46,Экономисты,Сергей Арутюнович Айвазян,Москва,Москва,1934-06-24,2019-03-12,84.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B2%D0%B0%D0%B7%D1%8F%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D1%80%D1%83%D1%82%D1%8E%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
47,Экономисты,Смбат Жирайрович Айвазян,Армянская Ереван ССР СССР,Париж Франция,1959-03-10,2014,55.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B2%D0%B0%D0%B7%D1%8F%D0%BD,_%D0%A1%D0%BC%D0%B1%D0%B0%D1%82_%D0%96%D0%B8%D1%80%D0%B0%D0%B9%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
48,Экономисты,Карл Айгингер,Вена Австрия,,1948-10-23,,71.0,1,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B3%D0%B8%D0%BD%D0%B3%D0%B5%D1%80,_%D0%9A%D0%B0%D1%80%D0%BB"
49,Экономисты,Уолтер Айзард,Пенсильвания США Филадельфия,Пенсильвания США Филадельфия,1919-04-19,2010-11-06,91.0,9,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B7%D0%B0%D1%80%D0%B4,_%D0%A3%D0%BE%D0%BB%D1%82%D0%B5%D1%80"
50,Экономисты,Юрий Айзеншпис,РСФСР Челябинск СССР,Москва Россия,1945-07-15,2005-09-20,60.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B7%D0%B5%D0%BD%D1%88%D0%BF%D0%B8%D1%81,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%A8%D0%BC%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
51,Экономисты,Хорст фон Айнзидель,Дрезден,Заксенхаузен,1905,1947-02-25,42.0,1,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%BD%D0%B7%D0%B8%D0%B4%D0%B5%D0%BB%D1%8C,_%D0%A5%D0%BE%D1%80%D1%81%D1%82_%D1%84%D0%BE%D0%BD"
52,Экономисты,"Айтаханов, Куаныш Айтаханулы",Отрарский район СССР область ССР Южно-Казахстанская Казахская,,1947-11-14,,72.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9A%D1%83%D0%B0%D0%BD%D1%8B%D1%88_%D0%90%D0%B9%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D1%83%D0%BB%D1%8B"
53,Экономисты,Джордж Акерлоф,Коннектикут Нью-Хейвен США,,1940-06-17,,79.0,5,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%B5%D1%80%D0%BB%D0%BE%D1%84,_%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6"
54,Экономисты,Александр Константинович Акимов,АССР Якутская Сунтарский улус,,1954-11-10,,65.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
55,Экономисты,Леонид Самсонович Акопян,Армянская ССР Гюмри СССР,Ереван Армения,1935,2002,67.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BE%D0%BF%D1%8F%D0%BD,_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4_%D0%A1%D0%B0%D0%BC%D1%81%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
